Title,Text,Time,Url
Мосбиржа с 13 декабря 2024г прекращает торги акциями Россети Кубань,"© Reuters. Мосбиржа с 13 декабря 2024г прекращает торги акциями Россети Кубань
sMart-lab.ru - В соответствии с Правилами проведения торгов на фондовом рынке, рынке депозитов и рынке кредитов Публичного акционерного общества «Московская Биржа ММВБ-РТС» и в связи с предстоящим прекращением торгов с 13.12.2024., при подаче заявок на заключение сделок со следующими ценными бумагами:




Читайте оригинальную статью на сайте sMart-lab.ru","16.09.2024, 17:21",https://ru.investing.com/news/stock-market-news/article-2505358
